0.005 1.08993 4.12176e-05
0.015 1.09188 4.40212e-05
0.025 1.09388 4.37875e-05
0.035 1.09788 4.08957e-05
0.045 1.09857 4.52662e-05
0.055 1.1012 4.3491e-05
0.065 1.10414 4.30428e-05
0.075 1.10465 4.56312e-05
0.085 1.10837 4.75554e-05
0.095 1.10999 4.50519e-05
0.105 1.11091 4.48522e-05
0.115 1.11503 4.38433e-05
0.125 1.11583 4.3669e-05
0.135 1.11775 4.51123e-05
0.145 1.12092 4.37832e-05
0.155 1.12129 4.40064e-05
0.165 1.12471 5.03619e-05
0.175 1.12646 4.55552e-05
0.185 1.12746 4.63555e-05
0.195 1.13118 4.48616e-05
0.205 1.13186 4.62692e-05
0.215 1.13436 4.38453e-05
0.225 1.13697 4.52435e-05
0.235 1.13783 4.52076e-05
0.245 1.14121 4.53535e-05
0.255 1.14235 4.77884e-05
0.265 1.1443 4.59658e-05
0.275 1.14721 4.7894e-05
0.285 1.14803 4.81213e-05
0.295 1.15106 5.17329e-05
0.305 1.15267 4.62358e-05
0.315 1.15447 4.69136e-05
0.325 1.15714 4.43176e-05
0.335 1.15834 4.64351e-05
0.345 1.16115 4.78701e-05
0.355 1.16286 4.52188e-05
0.365 1.16478 4.905e-05
0.375 1.16738 5.31109e-05
0.385 1.16879 5.19102e-05
0.395 1.17147 4.89833e-05
0.405 1.17319 4.71296e-05
0.415 1.17528 4.69524e-05
0.425 1.17758 4.95221e-05
0.435 1.17932 4.86433e-05
0.445 1.18187 4.66508e-05
0.455 1.18365 4.98419e-05
0.465 1.18598 4.72682e-05
0.475 1.18806 4.93876e-05
0.485 1.19014 4.9315e-05
0.495 1.19254 5.05073e-05
0.505 1.19441 5.17809e-05
0.515 1.19677 4.61479e-05
0.525 1.19882 4.7375e-05
0.535 1.20111 4.80574e-05
0.545 1.20325 4.87751e-05
0.555 1.20538 4.83228e-05
0.565 1.20764 4.73479e-05
0.575 1.20982 5.22523e-05
0.585 1.21207 4.71676e-05
0.595 1.21418 4.60532e-05
0.605 1.21652 4.52409e-05
0.615 1.21875 4.59449e-05
0.625 1.22098 4.70935e-05
0.635 1.22326 4.63186e-05
0.645 1.22554 4.49721e-05
0.655 1.22782 4.84107e-05
0.665 1.23001 4.74259e-05
0.675 1.23245 4.89736e-05
0.685 1.23466 5.07471e-05
0.695 1.23705 4.85222e-05
0.705 1.23931 5.24327e-05
0.715 1.24164 4.98447e-05
0.725 1.24399 4.6791e-05
0.735 1.24641 5.3625e-05
0.745 1.24866 5.09698e-05
0.755 1.25094 4.79557e-05
0.765 1.2533 4.58695e-05
0.775 1.25575 4.88414e-05
0.785 1.25814 5.45191e-05
0.795 1.2606 5.1654e-05
0.805 1.26304 4.82756e-05
0.815 1.26548 4.95892e-05
0.825 1.2679 4.94271e-05
0.835 1.27043 4.92943e-05
0.845 1.27292 5.4927e-05
0.855 1.27552 4.98134e-05
0.865 1.27808 5.01189e-05
0.875 1.28069 5.00099e-05
0.885 1.28335 4.91165e-05
0.895 1.28595 5.01118e-05
0.905 1.28868 5.16052e-05
0.915 1.29137 4.60007e-05
0.925 1.29413 5.19859e-05
0.935 1.29683 5.02227e-05
0.945 1.29961 5.15408e-05
0.955 1.30242 5.21215e-05
0.965 1.30522 4.6966e-05
0.975 1.30806 5.23138e-05
0.985 1.31099 5.01081e-05
0.995 1.3139 5.13449e-05
1.005 1.31678 5.253e-05
1.015 1.31964 4.77405e-05
1.025 1.32262 5.06499e-05
1.035 1.32558 4.91473e-05
1.045 1.32858 4.79666e-05
1.055 1.33159 5.24405e-05
1.065 1.33459 4.92628e-05
1.075 1.3376 5.08109e-05
1.085 1.34059 5.04637e-05
1.095 1.34363 4.91674e-05
1.105 1.34671 5.16384e-05
1.115 1.34984 5.2077e-05
1.125 1.35311 5.16802e-05
1.135 1.35619 5.53295e-05
1.145 1.35932 5.45486e-05
1.155 1.36248 4.82771e-05
1.165 1.36567 5.11971e-05
1.175 1.36893 5.32446e-05
1.185 1.37208 4.93596e-05
1.195 1.37539 4.81156e-05
1.205 1.37863 5.2915e-05
1.215 1.38198 5.01026e-05
1.225 1.38527 5.29562e-05
1.235 1.3886 5.32448e-05
1.245 1.39196 5.25163e-05
1.255 1.39532 5.0761e-05
1.265 1.3987 4.91277e-05
1.275 1.40228 4.782e-05
1.285 1.40573 5.05051e-05
1.295 1.40912 5.42381e-05
1.305 1.41266 5.68747e-05
1.315 1.41621 5.17776e-05
1.325 1.41967 5.47145e-05
1.335 1.42323 5.25448e-05
1.345 1.42683 5.28291e-05
1.355 1.43052 5.30641e-05
1.365 1.43415 5.16242e-05
1.375 1.43782 4.93636e-05
1.385 1.4416 5.28181e-05
1.395 1.44522 5.10075e-05
1.405 1.44902 5.12487e-05
1.415 1.45271 5.35251e-05
1.425 1.45653 5.355e-05
1.435 1.46041 4.75071e-05
1.445 1.46416 5.14144e-05
1.455 1.46809 5.20134e-05
1.465 1.4719 4.70721e-05
1.475 1.47592 4.92901e-05
1.485 1.47982 5.05152e-05
1.495 1.48378 5.59268e-05
1.505 1.48786 5.18869e-05
1.515 1.49189 4.60385e-05
1.525 1.49594 5.17634e-05
1.535 1.50016 4.96659e-05
1.545 1.50432 4.83062e-05
1.555 1.50851 5.19508e-05
1.565 1.51275 5.21687e-05
1.575 1.51723 5.33952e-05
1.585 1.52162 5.06474e-05
1.595 1.52611 5.1447e-05
1.605 1.53068 5.04858e-05
1.615 1.53531 4.87689e-05
1.625 1.54006 5.17349e-05
1.635 1.54479 4.9242e-05
1.645 1.54971 5.22459e-05
1.655 1.55474 5.14965e-05
1.665 1.5597 4.98263e-05
1.675 1.56473 5.25728e-05
1.685 1.56992 5.13677e-05
1.695 1.57516 5.55012e-05
1.705 1.58039 5.17277e-05
1.715 1.58571 5.21377e-05
1.725 1.59126 5.48438e-05
1.735 1.59663 5.10169e-05
1.745 1.60209 4.77758e-05
1.755 1.6078 5.24045e-05
1.765 1.61342 5.27601e-05
1.775 1.61914 5.18313e-05
1.785 1.62483 4.89193e-05
1.795 1.63066 4.98721e-05
1.805 1.63645 5.17772e-05
1.815 1.64245 4.96615e-05
1.825 1.64835 5.60987e-05
1.835 1.6544 5.3165e-05
1.845 1.66046 5.20405e-05
1.855 1.66659 5.4007e-05
1.865 1.67286 5.58282e-05
1.875 1.67915 5.56945e-05
1.885 1.68552 5.41844e-05
1.895 1.69183 4.91189e-05
1.905 1.69837 5.13996e-05
1.915 1.70501 5.26585e-05
1.925 1.7114 4.96478e-05
1.935 1.71812 5.73229e-05
1.945 1.7249 5.37126e-05
1.955 1.73163 5.40047e-05
1.965 1.73854 5.45337e-05
1.975 1.74553 5.73247e-05
1.985 1.75249 5.36124e-05
1.995 1.75956 5.50244e-05
2.005 1.76669 5.16487e-05
2.015 1.77405 5.44212e-05
2.025 1.78129 5.55583e-05
