-0.49875 0.005 0 0
-0.49625 0.005 0 0
-0.49375 0.005 0 0
-0.49125 0.005 0 0
-0.48875 0.005 0 0
-0.48625 0.005 0 0
-0.48375 0.005 0 0
-0.48125 0.005 0 0
-0.47875 0.005 0 0
-0.47625 0.005 0 0
-0.47375 0.005 0 0
-0.47125 0.005 0 0
-0.46875 0.005 0 0
-0.46625 0.005 0 0
-0.46375 0.005 0 0
-0.46125 0.005 0 0
-0.45875 0.005 0 0
-0.45625 0.005 0 0
-0.45375 0.005 0 0
-0.45125 0.005 0 0
-0.44875 0.005 0 0
-0.44625 0.005 0 0
-0.44375 0.005 0 0
-0.44125 0.005 0 0
-0.43875 0.005 0 0
-0.43625 0.005 0 0
-0.43375 0.005 0 0
-0.43125 0.005 0 0
-0.42875 0.005 0 0
-0.42625 0.005 0 0
-0.42375 0.005 0 0
-0.42125 0.005 0 0
-0.41875 0.005 0 0
-0.41625 0.005 0 0
-0.41375 0.005 0 0
-0.41125 0.005 0 0
-0.40875 0.005 0 0
-0.40625 0.005 0 0
-0.40375 0.005 0.0299416 0
-0.40125 0.005 0.035942 0
-0.39875 0.005 0.0321459 0
-0.39625 0.005 0.0364605 0
-0.39375 0.005 0.0344745 0
-0.39125 0.005 0.032022 0
-0.38875 0.005 0.0324762 0
-0.38625 0.005 0.0286617 0
-0.38375 0.005 0.0331122 0
-0.38125 0.005 0.0597707 0
-0.37875 0.005 0.060164 0
-0.37625 0.005 0.0552528 0
-0.37375 0.005 0.0316755 0
-0.37125 0.005 0.0284386 0
-0.36875 0.005 0.0315608 0
-0.36625 0.005 0.0295363 0
-0.36375 0.005 0.0233813 0
-0.36125 0.005 0.0548332 0
-0.35875 0.005 0.0582237 0
-0.35625 0.005 0.0542506 0
-0.35375 0.005 0.0270269 0
-0.35125 0.005 0.0206984 0
-0.34875 0.005 0.0208065 0
-0.34625 0.005 0.0214902 0
-0.34375 0.005 0.0194551 0
-0.34125 0.005 0.0207658 0
-0.33875 0.005 0.020868 0
-0.33625 0.005 0.0269528 0
-0.33375 0.005 0.0208308 0
-0.33125 0.005 0.00298464 0
-0.32875 0.005 0 0
-0.32625 0.005 0 0
-0.32375 0.005 0 0
-0.32125 0.005 0.0197758 0
-0.31875 0.005 0.0394377 0
-0.31625 0.005 0.0322983 0
-0.31375 0.005 0.0268846 0
-0.31125 0.005 0.0285633 0
-0.30875 0.005 0.00935809 0
-0.30625 0.005 0 0
-0.30375 0.005 0 0
-0.30125 0.005 0 0
-0.29875 0.005 0.0521537 0
-0.29625 0.005 0.0908629 0
-0.29375 0.005 0.0770395 0
-0.29125 0.005 0.0712255 0
-0.28875 0.005 0.0610999 0
-0.28625 0.005 0.0466253 0
-0.28375 0.005 0 0
-0.28125 0.005 0 0
-0.27875 0.005 0 0
-0.27625 0.005 0 0
-0.27375 0.005 0 0
-0.27125 0.005 0 0
-0.26875 0.005 0 0
-0.26625 0.005 0 0
-0.26375 0.005 0 0
-0.26125 0.005 0 0
-0.25875 0.005 0 0
-0.25625 0.005 0 0
-0.25375 0.005 0 0
-0.25125 0.005 0 0
-0.24875 0.005 0.00955979 0
-0.24625 0.005 0.0112013 0
-0.24375 0.005 0.0112013 0
-0.24125 0.005 0.0109687 0
-0.23875 0.005 0.010956 0
-0.23625 0.005 0.00700291 0
-0.23375 0.005 0.0303823 0
-0.23125 0.005 0.0706047 0
-0.22875 0.005 0.0356366 0
-0.22625 0.005 0 0
-0.22375 0.005 0 0
-0.22125 0.005 0 0
-0.21875 0.005 0.0120358 0
-0.21625 0.005 0.0875654 0
-0.21375 0.005 0.0829993 0
-0.21125 0.005 0.0745521 0
-0.20875 0.005 0.00656234 0
-0.20625 0.005 0 0
-0.20375 0.005 0 0
-0.20125 0.005 0 0
-0.19875 0.005 0 0
-0.19625 0.005 0.00902244 0
-0.19375 0.005 0.0259859 0
-0.19125 0.005 0.0238026 0
-0.18875 0.005 0.020469 0
-0.18625 0.005 0.0217198 0
-0.18375 0.005 0.0208048 0
-0.18125 0.005 0.0238775 0
-0.17875 0.005 0.00281733 0
-0.17625 0.005 0 0
-0.17375 0.005 0 0
-0.17125 0.005 0 0
-0.16875 0.005 0 0
-0.16625 0.005 0 0
-0.16375 0.005 0 0
-0.16125 0.005 0.0188049 0
-0.15875 0.005 0.0197911 0
-0.15625 0.005 0.0188221 0
-0.15375 0.005 0.0187302 0
-0.15125 0.005 0.0205306 0
-0.14875 0.005 0.250123 0
-0.14625 0.005 0.23973 0
-0.14375 0.005 0.168944 0
-0.14125 0.005 0.078376 0
-0.13875 0.005 0.072189 0
-0.13625 0.005 0.080693 0
-0.13375 0.005 0.0731045 0
-0.13125 0.005 0.215776 0
-0.12875 0.005 0.395241 0
-0.12625 0.005 0.362204 0
-0.12375 0.005 0.685686 0
-0.12125 0.005 0.595748 0
-0.11875 0.005 0.456338 0
-0.11625 0.005 0.398134 0
-0.11375 0.005 0.37954 0
-0.11125 0.005 0.34699 0
-0.10875 0.005 0.320408 0
-0.10625 0.005 0.33911 0
-0.10375 0.005 0.355026 0
-0.10125 0.005 0.356511 0
-0.09875 0.005 0.334942 0
-0.09625 0.005 0.333384 0
-0.09375 0.005 0.315822 0
-0.09125 0.005 0.26958 0
-0.08875 0.005 0.324501 0
-0.08625 0.005 0.320421 0
-0.08375 0.005 0.273414 0
-0.08125 0.005 0.280418 0
-0.07875 0.005 0.272563 0
-0.07625 0.005 0.281104 0
-0.07375 0.005 0.328178 0
-0.07125 0.005 0.428857 0
-0.06875 0.005 0.33936 0
-0.06625 0.005 0.281211 0
-0.06375 0.005 0.242872 0
-0.06125 0.005 0.189291 0
-0.05875 0.005 0.136686 0
-0.05625 0.005 0.305256 0
-0.05375 0.005 0.270794 0
-0.05125 0.005 0.327581 0
-0.04875 0.005 0.324354 0
-0.04625 0.005 0.364456 0
-0.04375 0.005 0.451863 0
-0.04125 0.005 0.45803 0
-0.03875 0.005 0.307743 0
-0.03625 0.005 0.624327 0
-0.03375 0.005 0.593121 0
-0.03125 0.005 0.255833 0
-0.02875 0.005 0.353809 0
-0.02625 0.005 0.36176 0
-0.02375 0.005 0.561059 0
-0.02125 0.005 1.04648 0
-0.01875 0.005 1.29921 0
-0.01625 0.005 2.30061 0
-0.01375 0.005 3.07564 0
-0.01125 0.005 2.53633 0
-0.00875 0.005 2.04876 0
-0.00625 0.005 3.816 0
-0.00375 0.005 7.16689 0
-0.00125 0.005 10860.5 0
0.00125 0.005 10836.1 0
0.00375 0.005 5.50162 0
0.00625 0.005 2.65872 0
0.00875 0.005 2.73243 0
0.01125 0.005 3.2393 0
0.01375 0.005 1.16278 0
0.01625 0.005 1.34514 0
0.01875 0.005 1.0675 0
0.02125 0.005 1.1248 0
0.02375 0.005 0.477563 0
0.02625 0.005 0.305659 0
0.02875 0.005 0.347473 0
0.03125 0.005 0.418473 0
0.03375 0.005 0.713328 0
0.03625 0.005 0.822173 0
0.03875 0.005 0.42842 0
0.04125 0.005 0.303276 0
0.04375 0.005 0.37833 0
0.04625 0.005 0.466367 0
0.04875 0.005 0.307726 0
0.05125 0.005 0.328024 0
0.05375 0.005 0.143678 0
0.05625 0.005 0.0886848 0
0.05875 0.005 0.0717469 0
0.06125 0.005 0.131612 0
0.06375 0.005 0.131513 0
0.06625 0.005 0.126621 0
0.06875 0.005 0.26938 0
0.07125 0.005 0.284794 0
0.07375 0.005 0.311997 0
0.07625 0.005 0.403718 0
0.07875 0.005 0.156639 0
0.08125 0.005 0.187069 0
0.08375 0.005 0.166133 0
0.08625 0.005 0.137242 0
0.08875 0.005 0.173086 0
0.09125 0.005 0.148332 0
0.09375 0.005 0.181229 0
0.09625 0.005 0.170661 0
0.09875 0.005 0.157374 0
0.10125 0.005 0.119189 0
0.10375 0.005 0.0861459 0
0.10625 0.005 0.081505 0
0.10875 0.005 0.150678 0
0.11125 0.005 0.288513 0
0.11375 0.005 0.330913 0
0.11625 0.005 0.213546 0
0.11875 0.005 0.154078 0
0.12125 0.005 0.0199265 0
0.12375 0.005 0.0192421 0
0.12625 0.005 0.0164557 0
0.12875 0.005 0.0270122 0
0.13125 0.005 0.0301853 0
0.13375 0.005 0.0543636 0
0.13625 0.005 0.0543485 0
0.13875 0.005 0.0483832 0
0.14125 0.005 0.0530285 0
0.14375 0.005 0.0604377 0
0.14625 0.005 0.00996803 0
0.14875 0.005 0 0
0.15125 0.005 0 0
0.15375 0.005 0 0
0.15625 0.005 0 0
0.15875 0.005 0 0
0.16125 0.005 0 0
0.16375 0.005 0 0
0.16625 0.005 0 0
